id,source,zh_sentence,tsl_gloss,subject,object,time,topic,verb,verb_type,agreement,question_type,negation,nonmanual,notes
TSL0558,synthetic_template,你今天討厭照片,今天 照片 你 討厭,你,照片,今天,照片,討厭,plain,word_order,none,false,none,時間在前；受語作主題
TSL0559,synthetic_template,你今天沒有討厭照片,今天 照片 你 討厭 沒有,你,照片,今天,照片,討厭,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0560,synthetic_template,你今天買雨傘,今天 雨傘 你 買,你,雨傘,今天,雨傘,買,plain,word_order,none,false,none,時間在前；受語作主題
TSL0561,synthetic_template,你今天沒有買雨傘,今天 雨傘 你 買 沒有,你,雨傘,今天,雨傘,買,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0562,synthetic_template,你今天看雨傘,今天 雨傘 你 看,你,雨傘,今天,雨傘,看,plain,word_order,none,false,none,時間在前；受語作主題
TSL0563,synthetic_template,你今天沒有看雨傘,今天 雨傘 你 看 沒有,你,雨傘,今天,雨傘,看,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0564,synthetic_template,你今天喝雨傘,今天 雨傘 你 喝,你,雨傘,今天,雨傘,喝,plain,word_order,none,false,none,時間在前；受語作主題
TSL0565,synthetic_template,你今天沒有喝雨傘,今天 雨傘 你 喝 沒有,你,雨傘,今天,雨傘,喝,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0566,synthetic_template,你今天帶雨傘,今天 雨傘 你 帶,你,雨傘,今天,雨傘,帶,plain,word_order,none,false,none,時間在前；受語作主題
TSL0567,synthetic_template,你今天沒有帶雨傘,今天 雨傘 你 帶 沒有,你,雨傘,今天,雨傘,帶,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0568,synthetic_template,你今天寫雨傘,今天 雨傘 你 寫,你,雨傘,今天,雨傘,寫,plain,word_order,none,false,none,時間在前；受語作主題
TSL0569,synthetic_template,你今天沒有寫雨傘,今天 雨傘 你 寫 沒有,你,雨傘,今天,雨傘,寫,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0570,synthetic_template,你今天找雨傘,今天 雨傘 你 找,你,雨傘,今天,雨傘,找,plain,word_order,none,false,none,時間在前；受語作主題
TSL0571,synthetic_template,你今天沒有找雨傘,今天 雨傘 你 找 沒有,你,雨傘,今天,雨傘,找,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0572,synthetic_template,你今天喜歡雨傘,今天 雨傘 你 喜歡,你,雨傘,今天,雨傘,喜歡,plain,word_order,none,false,none,時間在前；受語作主題
TSL0573,synthetic_template,你今天沒有喜歡雨傘,今天 雨傘 你 喜歡 沒有,你,雨傘,今天,雨傘,喜歡,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0574,synthetic_template,你今天記得雨傘,今天 雨傘 你 記得,你,雨傘,今天,雨傘,記得,plain,word_order,none,false,none,時間在前；受語作主題
TSL0575,synthetic_template,你今天沒有記得雨傘,今天 雨傘 你 記得 沒有,你,雨傘,今天,雨傘,記得,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0576,synthetic_template,你今天忘記雨傘,今天 雨傘 你 忘記,你,雨傘,今天,雨傘,忘記,plain,word_order,none,false,none,時間在前；受語作主題
TSL0577,synthetic_template,你今天沒有忘記雨傘,今天 雨傘 你 忘記 沒有,你,雨傘,今天,雨傘,忘記,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0578,synthetic_template,你今天討厭雨傘,今天 雨傘 你 討厭,你,雨傘,今天,雨傘,討厭,plain,word_order,none,false,none,時間在前；受語作主題
TSL0579,synthetic_template,你今天沒有討厭雨傘,今天 雨傘 你 討厭 沒有,你,雨傘,今天,雨傘,討厭,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0580,synthetic_template,你今天買錢包,今天 錢包 你 買,你,錢包,今天,錢包,買,plain,word_order,none,false,none,時間在前；受語作主題
TSL0581,synthetic_template,你今天沒有買錢包,今天 錢包 你 買 沒有,你,錢包,今天,錢包,買,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0582,synthetic_template,你今天看錢包,今天 錢包 你 看,你,錢包,今天,錢包,看,plain,word_order,none,false,none,時間在前；受語作主題
TSL0583,synthetic_template,你今天沒有看錢包,今天 錢包 你 看 沒有,你,錢包,今天,錢包,看,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0584,synthetic_template,你今天喝錢包,今天 錢包 你 喝,你,錢包,今天,錢包,喝,plain,word_order,none,false,none,時間在前；受語作主題
TSL0585,synthetic_template,你今天沒有喝錢包,今天 錢包 你 喝 沒有,你,錢包,今天,錢包,喝,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0586,synthetic_template,你今天帶錢包,今天 錢包 你 帶,你,錢包,今天,錢包,帶,plain,word_order,none,false,none,時間在前；受語作主題
TSL0587,synthetic_template,你今天沒有帶錢包,今天 錢包 你 帶 沒有,你,錢包,今天,錢包,帶,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0588,synthetic_template,你今天寫錢包,今天 錢包 你 寫,你,錢包,今天,錢包,寫,plain,word_order,none,false,none,時間在前；受語作主題
TSL0589,synthetic_template,你今天沒有寫錢包,今天 錢包 你 寫 沒有,你,錢包,今天,錢包,寫,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0590,synthetic_template,你今天找錢包,今天 錢包 你 找,你,錢包,今天,錢包,找,plain,word_order,none,false,none,時間在前；受語作主題
TSL0591,synthetic_template,你今天沒有找錢包,今天 錢包 你 找 沒有,你,錢包,今天,錢包,找,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0592,synthetic_template,你今天喜歡錢包,今天 錢包 你 喜歡,你,錢包,今天,錢包,喜歡,plain,word_order,none,false,none,時間在前；受語作主題
TSL0593,synthetic_template,你今天沒有喜歡錢包,今天 錢包 你 喜歡 沒有,你,錢包,今天,錢包,喜歡,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0594,synthetic_template,你今天記得錢包,今天 錢包 你 記得,你,錢包,今天,錢包,記得,plain,word_order,none,false,none,時間在前；受語作主題
TSL0595,synthetic_template,你今天沒有記得錢包,今天 錢包 你 記得 沒有,你,錢包,今天,錢包,記得,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0596,synthetic_template,你今天忘記錢包,今天 錢包 你 忘記,你,錢包,今天,錢包,忘記,plain,word_order,none,false,none,時間在前；受語作主題
TSL0597,synthetic_template,你今天沒有忘記錢包,今天 錢包 你 忘記 沒有,你,錢包,今天,錢包,忘記,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0598,synthetic_template,你今天討厭錢包,今天 錢包 你 討厭,你,錢包,今天,錢包,討厭,plain,word_order,none,false,none,時間在前；受語作主題
TSL0599,synthetic_template,你今天沒有討厭錢包,今天 錢包 你 討厭 沒有,你,錢包,今天,錢包,討厭,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0600,synthetic_template,他今天買書,今天 書 他 買,他,書,今天,書,買,plain,word_order,none,false,none,時間在前；受語作主題
TSL0601,synthetic_template,他今天沒有買書,今天 書 他 買 沒有,他,書,今天,書,買,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0602,synthetic_template,他今天看書,今天 書 他 看,他,書,今天,書,看,plain,word_order,none,false,none,時間在前；受語作主題
TSL0603,synthetic_template,他今天沒有看書,今天 書 他 看 沒有,他,書,今天,書,看,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0604,synthetic_template,他今天喝書,今天 書 他 喝,他,書,今天,書,喝,plain,word_order,none,false,none,時間在前；受語作主題
TSL0605,synthetic_template,他今天沒有喝書,今天 書 他 喝 沒有,他,書,今天,書,喝,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0606,synthetic_template,他今天帶書,今天 書 他 帶,他,書,今天,書,帶,plain,word_order,none,false,none,時間在前；受語作主題
TSL0607,synthetic_template,他今天沒有帶書,今天 書 他 帶 沒有,他,書,今天,書,帶,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0608,synthetic_template,他今天寫書,今天 書 他 寫,他,書,今天,書,寫,plain,word_order,none,false,none,時間在前；受語作主題
TSL0609,synthetic_template,他今天沒有寫書,今天 書 他 寫 沒有,他,書,今天,書,寫,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0610,synthetic_template,他今天找書,今天 書 他 找,他,書,今天,書,找,plain,word_order,none,false,none,時間在前；受語作主題
TSL0611,synthetic_template,他今天沒有找書,今天 書 他 找 沒有,他,書,今天,書,找,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0612,synthetic_template,他今天喜歡書,今天 書 他 喜歡,他,書,今天,書,喜歡,plain,word_order,none,false,none,時間在前；受語作主題
TSL0613,synthetic_template,他今天沒有喜歡書,今天 書 他 喜歡 沒有,他,書,今天,書,喜歡,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0614,synthetic_template,他今天記得書,今天 書 他 記得,他,書,今天,書,記得,plain,word_order,none,false,none,時間在前；受語作主題
TSL0615,synthetic_template,他今天沒有記得書,今天 書 他 記得 沒有,他,書,今天,書,記得,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0616,synthetic_template,他今天忘記書,今天 書 他 忘記,他,書,今天,書,忘記,plain,word_order,none,false,none,時間在前；受語作主題
TSL0617,synthetic_template,他今天沒有忘記書,今天 書 他 忘記 沒有,他,書,今天,書,忘記,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0618,synthetic_template,他今天討厭書,今天 書 他 討厭,他,書,今天,書,討厭,plain,word_order,none,false,none,時間在前；受語作主題
TSL0619,synthetic_template,他今天沒有討厭書,今天 書 他 討厭 沒有,他,書,今天,書,討厭,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0620,synthetic_template,他今天買手機,今天 手機 他 買,他,手機,今天,手機,買,plain,word_order,none,false,none,時間在前；受語作主題
TSL0621,synthetic_template,他今天沒有買手機,今天 手機 他 買 沒有,他,手機,今天,手機,買,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0622,synthetic_template,他今天看手機,今天 手機 他 看,他,手機,今天,手機,看,plain,word_order,none,false,none,時間在前；受語作主題
TSL0623,synthetic_template,他今天沒有看手機,今天 手機 他 看 沒有,他,手機,今天,手機,看,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0624,synthetic_template,他今天喝手機,今天 手機 他 喝,他,手機,今天,手機,喝,plain,word_order,none,false,none,時間在前；受語作主題
TSL0625,synthetic_template,他今天沒有喝手機,今天 手機 他 喝 沒有,他,手機,今天,手機,喝,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0626,synthetic_template,他今天帶手機,今天 手機 他 帶,他,手機,今天,手機,帶,plain,word_order,none,false,none,時間在前；受語作主題
TSL0627,synthetic_template,他今天沒有帶手機,今天 手機 他 帶 沒有,他,手機,今天,手機,帶,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0628,synthetic_template,他今天寫手機,今天 手機 他 寫,他,手機,今天,手機,寫,plain,word_order,none,false,none,時間在前；受語作主題
TSL0629,synthetic_template,他今天沒有寫手機,今天 手機 他 寫 沒有,他,手機,今天,手機,寫,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0630,synthetic_template,他今天找手機,今天 手機 他 找,他,手機,今天,手機,找,plain,word_order,none,false,none,時間在前；受語作主題
TSL0631,synthetic_template,他今天沒有找手機,今天 手機 他 找 沒有,他,手機,今天,手機,找,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0632,synthetic_template,他今天喜歡手機,今天 手機 他 喜歡,他,手機,今天,手機,喜歡,plain,word_order,none,false,none,時間在前；受語作主題
TSL0633,synthetic_template,他今天沒有喜歡手機,今天 手機 他 喜歡 沒有,他,手機,今天,手機,喜歡,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0634,synthetic_template,他今天記得手機,今天 手機 他 記得,他,手機,今天,手機,記得,plain,word_order,none,false,none,時間在前；受語作主題
TSL0635,synthetic_template,他今天沒有記得手機,今天 手機 他 記得 沒有,他,手機,今天,手機,記得,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0636,synthetic_template,他今天忘記手機,今天 手機 他 忘記,他,手機,今天,手機,忘記,plain,word_order,none,false,none,時間在前；受語作主題
TSL0637,synthetic_template,他今天沒有忘記手機,今天 手機 他 忘記 沒有,他,手機,今天,手機,忘記,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0638,synthetic_template,他今天討厭手機,今天 手機 他 討厭,他,手機,今天,手機,討厭,plain,word_order,none,false,none,時間在前；受語作主題
TSL0639,synthetic_template,他今天沒有討厭手機,今天 手機 他 討厭 沒有,他,手機,今天,手機,討厭,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0640,synthetic_template,他今天買咖啡,今天 咖啡 他 買,他,咖啡,今天,咖啡,買,plain,word_order,none,false,none,時間在前；受語作主題
TSL0641,synthetic_template,他今天沒有買咖啡,今天 咖啡 他 買 沒有,他,咖啡,今天,咖啡,買,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0642,synthetic_template,他今天看咖啡,今天 咖啡 他 看,他,咖啡,今天,咖啡,看,plain,word_order,none,false,none,時間在前；受語作主題
TSL0643,synthetic_template,他今天沒有看咖啡,今天 咖啡 他 看 沒有,他,咖啡,今天,咖啡,看,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0644,synthetic_template,他今天喝咖啡,今天 咖啡 他 喝,他,咖啡,今天,咖啡,喝,plain,word_order,none,false,none,時間在前；受語作主題
TSL0645,synthetic_template,他今天沒有喝咖啡,今天 咖啡 他 喝 沒有,他,咖啡,今天,咖啡,喝,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0646,synthetic_template,他今天帶咖啡,今天 咖啡 他 帶,他,咖啡,今天,咖啡,帶,plain,word_order,none,false,none,時間在前；受語作主題
TSL0647,synthetic_template,他今天沒有帶咖啡,今天 咖啡 他 帶 沒有,他,咖啡,今天,咖啡,帶,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0648,synthetic_template,他今天寫咖啡,今天 咖啡 他 寫,他,咖啡,今天,咖啡,寫,plain,word_order,none,false,none,時間在前；受語作主題
TSL0649,synthetic_template,他今天沒有寫咖啡,今天 咖啡 他 寫 沒有,他,咖啡,今天,咖啡,寫,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0650,synthetic_template,他今天找咖啡,今天 咖啡 他 找,他,咖啡,今天,咖啡,找,plain,word_order,none,false,none,時間在前；受語作主題
TSL0651,synthetic_template,他今天沒有找咖啡,今天 咖啡 他 找 沒有,他,咖啡,今天,咖啡,找,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0652,synthetic_template,他今天喜歡咖啡,今天 咖啡 他 喜歡,他,咖啡,今天,咖啡,喜歡,plain,word_order,none,false,none,時間在前；受語作主題
TSL0653,synthetic_template,他今天沒有喜歡咖啡,今天 咖啡 他 喜歡 沒有,他,咖啡,今天,咖啡,喜歡,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0654,synthetic_template,他今天記得咖啡,今天 咖啡 他 記得,他,咖啡,今天,咖啡,記得,plain,word_order,none,false,none,時間在前；受語作主題
TSL0655,synthetic_template,他今天沒有記得咖啡,今天 咖啡 他 記得 沒有,他,咖啡,今天,咖啡,記得,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0656,synthetic_template,他今天忘記咖啡,今天 咖啡 他 忘記,他,咖啡,今天,咖啡,忘記,plain,word_order,none,false,none,時間在前；受語作主題
TSL0657,synthetic_template,他今天沒有忘記咖啡,今天 咖啡 他 忘記 沒有,他,咖啡,今天,咖啡,忘記,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0658,synthetic_template,他今天討厭咖啡,今天 咖啡 他 討厭,他,咖啡,今天,咖啡,討厭,plain,word_order,none,false,none,時間在前；受語作主題
TSL0659,synthetic_template,他今天沒有討厭咖啡,今天 咖啡 他 討厭 沒有,他,咖啡,今天,咖啡,討厭,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0660,synthetic_template,他今天買水,今天 水 他 買,他,水,今天,水,買,plain,word_order,none,false,none,時間在前；受語作主題
TSL0661,synthetic_template,他今天沒有買水,今天 水 他 買 沒有,他,水,今天,水,買,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0662,synthetic_template,他今天看水,今天 水 他 看,他,水,今天,水,看,plain,word_order,none,false,none,時間在前；受語作主題
TSL0663,synthetic_template,他今天沒有看水,今天 水 他 看 沒有,他,水,今天,水,看,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0664,synthetic_template,他今天喝水,今天 水 他 喝,他,水,今天,水,喝,plain,word_order,none,false,none,時間在前；受語作主題
TSL0665,synthetic_template,他今天沒有喝水,今天 水 他 喝 沒有,他,水,今天,水,喝,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0666,synthetic_template,他今天帶水,今天 水 他 帶,他,水,今天,水,帶,plain,word_order,none,false,none,時間在前；受語作主題
TSL0667,synthetic_template,他今天沒有帶水,今天 水 他 帶 沒有,他,水,今天,水,帶,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0668,synthetic_template,他今天寫水,今天 水 他 寫,他,水,今天,水,寫,plain,word_order,none,false,none,時間在前；受語作主題
TSL0669,synthetic_template,他今天沒有寫水,今天 水 他 寫 沒有,他,水,今天,水,寫,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0670,synthetic_template,他今天找水,今天 水 他 找,他,水,今天,水,找,plain,word_order,none,false,none,時間在前；受語作主題
TSL0671,synthetic_template,他今天沒有找水,今天 水 他 找 沒有,他,水,今天,水,找,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0672,synthetic_template,他今天喜歡水,今天 水 他 喜歡,他,水,今天,水,喜歡,plain,word_order,none,false,none,時間在前；受語作主題
TSL0673,synthetic_template,他今天沒有喜歡水,今天 水 他 喜歡 沒有,他,水,今天,水,喜歡,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0674,synthetic_template,他今天記得水,今天 水 他 記得,他,水,今天,水,記得,plain,word_order,none,false,none,時間在前；受語作主題
TSL0675,synthetic_template,他今天沒有記得水,今天 水 他 記得 沒有,他,水,今天,水,記得,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0676,synthetic_template,他今天忘記水,今天 水 他 忘記,他,水,今天,水,忘記,plain,word_order,none,false,none,時間在前；受語作主題
TSL0677,synthetic_template,他今天沒有忘記水,今天 水 他 忘記 沒有,他,水,今天,水,忘記,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0678,synthetic_template,他今天討厭水,今天 水 他 討厭,他,水,今天,水,討厭,plain,word_order,none,false,none,時間在前；受語作主題
TSL0679,synthetic_template,他今天沒有討厭水,今天 水 他 討厭 沒有,他,水,今天,水,討厭,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0680,synthetic_template,他今天買作業,今天 作業 他 買,他,作業,今天,作業,買,plain,word_order,none,false,none,時間在前；受語作主題
TSL0681,synthetic_template,他今天沒有買作業,今天 作業 他 買 沒有,他,作業,今天,作業,買,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0682,synthetic_template,他今天看作業,今天 作業 他 看,他,作業,今天,作業,看,plain,word_order,none,false,none,時間在前；受語作主題
TSL0683,synthetic_template,他今天沒有看作業,今天 作業 他 看 沒有,他,作業,今天,作業,看,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0684,synthetic_template,他今天喝作業,今天 作業 他 喝,他,作業,今天,作業,喝,plain,word_order,none,false,none,時間在前；受語作主題
TSL0685,synthetic_template,他今天沒有喝作業,今天 作業 他 喝 沒有,他,作業,今天,作業,喝,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0686,synthetic_template,他今天帶作業,今天 作業 他 帶,他,作業,今天,作業,帶,plain,word_order,none,false,none,時間在前；受語作主題
TSL0687,synthetic_template,他今天沒有帶作業,今天 作業 他 帶 沒有,他,作業,今天,作業,帶,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0688,synthetic_template,他今天寫作業,今天 作業 他 寫,他,作業,今天,作業,寫,plain,word_order,none,false,none,時間在前；受語作主題
TSL0689,synthetic_template,他今天沒有寫作業,今天 作業 他 寫 沒有,他,作業,今天,作業,寫,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0690,synthetic_template,他今天找作業,今天 作業 他 找,他,作業,今天,作業,找,plain,word_order,none,false,none,時間在前；受語作主題
TSL0691,synthetic_template,他今天沒有找作業,今天 作業 他 找 沒有,他,作業,今天,作業,找,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0692,synthetic_template,他今天喜歡作業,今天 作業 他 喜歡,他,作業,今天,作業,喜歡,plain,word_order,none,false,none,時間在前；受語作主題
TSL0693,synthetic_template,他今天沒有喜歡作業,今天 作業 他 喜歡 沒有,他,作業,今天,作業,喜歡,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0694,synthetic_template,他今天記得作業,今天 作業 他 記得,他,作業,今天,作業,記得,plain,word_order,none,false,none,時間在前；受語作主題
TSL0695,synthetic_template,他今天沒有記得作業,今天 作業 他 記得 沒有,他,作業,今天,作業,記得,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0696,synthetic_template,他今天忘記作業,今天 作業 他 忘記,他,作業,今天,作業,忘記,plain,word_order,none,false,none,時間在前；受語作主題
TSL0697,synthetic_template,他今天沒有忘記作業,今天 作業 他 忘記 沒有,他,作業,今天,作業,忘記,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0698,synthetic_template,他今天討厭作業,今天 作業 他 討厭,他,作業,今天,作業,討厭,plain,word_order,none,false,none,時間在前；受語作主題
TSL0699,synthetic_template,他今天沒有討厭作業,今天 作業 他 討厭 沒有,他,作業,今天,作業,討厭,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0700,synthetic_template,他今天買電影,今天 電影 他 買,他,電影,今天,電影,買,plain,word_order,none,false,none,時間在前；受語作主題
TSL0701,synthetic_template,他今天沒有買電影,今天 電影 他 買 沒有,他,電影,今天,電影,買,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0702,synthetic_template,他今天看電影,今天 電影 他 看,他,電影,今天,電影,看,plain,word_order,none,false,none,時間在前；受語作主題
TSL0703,synthetic_template,他今天沒有看電影,今天 電影 他 看 沒有,他,電影,今天,電影,看,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0704,synthetic_template,他今天喝電影,今天 電影 他 喝,他,電影,今天,電影,喝,plain,word_order,none,false,none,時間在前；受語作主題
TSL0705,synthetic_template,他今天沒有喝電影,今天 電影 他 喝 沒有,他,電影,今天,電影,喝,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0706,synthetic_template,他今天帶電影,今天 電影 他 帶,他,電影,今天,電影,帶,plain,word_order,none,false,none,時間在前；受語作主題
TSL0707,synthetic_template,他今天沒有帶電影,今天 電影 他 帶 沒有,他,電影,今天,電影,帶,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0708,synthetic_template,他今天寫電影,今天 電影 他 寫,他,電影,今天,電影,寫,plain,word_order,none,false,none,時間在前；受語作主題
TSL0709,synthetic_template,他今天沒有寫電影,今天 電影 他 寫 沒有,他,電影,今天,電影,寫,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0710,synthetic_template,他今天找電影,今天 電影 他 找,他,電影,今天,電影,找,plain,word_order,none,false,none,時間在前；受語作主題
TSL0711,synthetic_template,他今天沒有找電影,今天 電影 他 找 沒有,他,電影,今天,電影,找,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0712,synthetic_template,他今天喜歡電影,今天 電影 他 喜歡,他,電影,今天,電影,喜歡,plain,word_order,none,false,none,時間在前；受語作主題
TSL0713,synthetic_template,他今天沒有喜歡電影,今天 電影 他 喜歡 沒有,他,電影,今天,電影,喜歡,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0714,synthetic_template,他今天記得電影,今天 電影 他 記得,他,電影,今天,電影,記得,plain,word_order,none,false,none,時間在前；受語作主題
TSL0715,synthetic_template,他今天沒有記得電影,今天 電影 他 記得 沒有,他,電影,今天,電影,記得,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0716,synthetic_template,他今天忘記電影,今天 電影 他 忘記,他,電影,今天,電影,忘記,plain,word_order,none,false,none,時間在前；受語作主題
TSL0717,synthetic_template,他今天沒有忘記電影,今天 電影 他 忘記 沒有,他,電影,今天,電影,忘記,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0718,synthetic_template,他今天討厭電影,今天 電影 他 討厭,他,電影,今天,電影,討厭,plain,word_order,none,false,none,時間在前；受語作主題
TSL0719,synthetic_template,他今天沒有討厭電影,今天 電影 他 討厭 沒有,他,電影,今天,電影,討厭,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0720,synthetic_template,他今天買訊息,今天 訊息 他 買,他,訊息,今天,訊息,買,plain,word_order,none,false,none,時間在前；受語作主題
TSL0721,synthetic_template,他今天沒有買訊息,今天 訊息 他 買 沒有,他,訊息,今天,訊息,買,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0722,synthetic_template,他今天看訊息,今天 訊息 他 看,他,訊息,今天,訊息,看,plain,word_order,none,false,none,時間在前；受語作主題
TSL0723,synthetic_template,他今天沒有看訊息,今天 訊息 他 看 沒有,他,訊息,今天,訊息,看,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0724,synthetic_template,他今天喝訊息,今天 訊息 他 喝,他,訊息,今天,訊息,喝,plain,word_order,none,false,none,時間在前；受語作主題
TSL0725,synthetic_template,他今天沒有喝訊息,今天 訊息 他 喝 沒有,他,訊息,今天,訊息,喝,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0726,synthetic_template,他今天帶訊息,今天 訊息 他 帶,他,訊息,今天,訊息,帶,plain,word_order,none,false,none,時間在前；受語作主題
TSL0727,synthetic_template,他今天沒有帶訊息,今天 訊息 他 帶 沒有,他,訊息,今天,訊息,帶,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0728,synthetic_template,他今天寫訊息,今天 訊息 他 寫,他,訊息,今天,訊息,寫,plain,word_order,none,false,none,時間在前；受語作主題
TSL0729,synthetic_template,他今天沒有寫訊息,今天 訊息 他 寫 沒有,他,訊息,今天,訊息,寫,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0730,synthetic_template,他今天找訊息,今天 訊息 他 找,他,訊息,今天,訊息,找,plain,word_order,none,false,none,時間在前；受語作主題
TSL0731,synthetic_template,他今天沒有找訊息,今天 訊息 他 找 沒有,他,訊息,今天,訊息,找,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0732,synthetic_template,他今天喜歡訊息,今天 訊息 他 喜歡,他,訊息,今天,訊息,喜歡,plain,word_order,none,false,none,時間在前；受語作主題
TSL0733,synthetic_template,他今天沒有喜歡訊息,今天 訊息 他 喜歡 沒有,他,訊息,今天,訊息,喜歡,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0734,synthetic_template,他今天記得訊息,今天 訊息 他 記得,他,訊息,今天,訊息,記得,plain,word_order,none,false,none,時間在前；受語作主題
TSL0735,synthetic_template,他今天沒有記得訊息,今天 訊息 他 記得 沒有,他,訊息,今天,訊息,記得,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0736,synthetic_template,他今天忘記訊息,今天 訊息 他 忘記,他,訊息,今天,訊息,忘記,plain,word_order,none,false,none,時間在前；受語作主題
TSL0737,synthetic_template,他今天沒有忘記訊息,今天 訊息 他 忘記 沒有,他,訊息,今天,訊息,忘記,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0738,synthetic_template,他今天討厭訊息,今天 訊息 他 討厭,他,訊息,今天,訊息,討厭,plain,word_order,none,false,none,時間在前；受語作主題
TSL0739,synthetic_template,他今天沒有討厭訊息,今天 訊息 他 討厭 沒有,他,訊息,今天,訊息,討厭,plain,word_order,none,true,head_shake,時間在前；否定後置
